iter	Passed	Remaining
1679	9499	7463
1680	9505	7458
1681	9511	7452
1682	9516	7447
1683	9522	7441
1684	9528	7436
1685	9534	7430
1686	9539	7424
1687	9545	7419
1688	9551	7414
1689	9557	7408
1690	9562	7402
1691	9568	7396
1692	9574	7391
1693	9579	7385
1694	9585	7380
1695	9591	7374
1696	9596	7368
1697	9601	7362
1698	9607	7356
1699	9612	7351
1700	9618	7345
1701	9624	7339
1702	9629	7334
1703	9635	7328
1704	9641	7323
1705	9647	7317
1706	9652	7311
1707	9658	7306
1708	9664	7300
1709	9669	7294
1710	9675	7289
1711	9680	7283
1712	9686	7277
1713	9692	7272
1714	9697	7266
1715	9703	7261
1716	9710	7255
1717	9715	7249
1718	9721	7244
1719	9726	7238
1720	9731	7232
1721	9737	7226
1722	9743	7221
1723	9749	7215
1724	9755	7210
1725	9761	7204
1726	9766	7199
1727	9772	7193
1728	9778	7188
1729	9784	7182
1730	9790	7177
1731	9796	7171
1732	9801	7166
1733	9807	7160
1734	9813	7155
1735	9819	7149
1736	9825	7144
1737	9831	7138
1738	9838	7134
1739	9844	7128
1740	9850	7123
1741	9855	7117
1742	9861	7111
1743	9867	7106
1744	9873	7101
1745	9879	7095
1746	9884	7089
1747	9891	7084
1748	9896	7078
1749	9901	7072
1750	9907	7066
1751	9912	7061
1752	9918	7055
1753	9924	7049
1754	9929	7044
1755	9935	7038
1756	9941	7033
1757	9947	7027
1758	9952	7021
1759	9958	7016
1760	9964	7010
1761	9969	7004
1762	9975	6999
1763	9980	6993
1764	9986	6987
1765	9991	6981
1766	9997	6975
1767	10002	6970
1768	10009	6965
1769	10014	6959
1770	10020	6953
1771	10026	6948
1772	10033	6943
1773	10039	6938
1774	10045	6932
1775	10050	6926
1776	10056	6921
1777	10062	6915
1778	10068	6910
1779	10073	6904
1780	10078	6898
1781	10084	6892
1782	10089	6886
1783	10095	6881
1784	10101	6875
1785	10107	6870
1786	10112	6864
1787	10117	6858
1788	10123	6852
1789	10129	6847
1790	10135	6841
1791	10141	6836
1792	10147	6831
1793	10153	6825
1794	10159	6819
1795	10164	6814
1796	10170	6808
1797	10176	6803
1798	10182	6797
1799	10187	6791
1800	10193	6786
1801	10199	6780
1802	10204	6775
1803	10210	6769
1804	10216	6763
1805	10221	6757
1806	10227	6752
1807	10233	6747
1808	10239	6741
1809	10245	6736
1810	10251	6730
1811	10257	6725
1812	10263	6719
1813	10270	6714
1814	10276	6709
1815	10282	6703
1816	10288	6698
1817	10294	6692
1818	10300	6687
1819	10306	6682
1820	10312	6676
1821	10318	6671
1822	10324	6665
1823	10330	6660
1824	10336	6655
1825	10342	6649
1826	10348	6644
1827	10354	6638
1828	10360	6632
1829	10366	6627
1830	10372	6622
1831	10378	6616
1832	10384	6611
1833	10389	6605
1834	10395	6600
1835	10401	6594
1836	10407	6589
1837	10414	6584
1838	10420	6578
1839	10425	6572
1840	10431	6567
1841	10437	6561
1842	10443	6556
1843	10450	6551
1844	10456	6545
1845	10462	6540
1846	10468	6535
1847	10475	6529
1848	10480	6524
1849	10486	6518
1850	10491	6512
1851	10497	6507
1852	10503	6501
1853	10510	6496
1854	10516	6491
1855	10522	6485
1856	10527	6479
1857	10534	6474
1858	10540	6469
1859	10546	6463
1860	10552	6458
1861	10557	6452
1862	10563	6447
1863	10569	6441
1864	10575	6435
1865	10581	6430
1866	10587	6424
1867	10593	6419
1868	10598	6413
1869	10604	6408
1870	10610	6402
1871	10616	6397
1872	10622	6391
1873	10628	6385
1874	10633	6380
1875	10640	6375
1876	10645	6369
1877	10651	6363
1878	10657	6358
1879	10663	6352
1880	10668	6346
1881	10674	6341
1882	10681	6336
1883	10687	6330
1884	10693	6325
1885	10699	6319
1886	10705	6314
1887	10711	6308
1888	10716	6303
1889	10722	6297
1890	10728	6292
1891	10735	6286
1892	10741	6281
1893	10747	6275
1894	10753	6270
1895	10758	6264
1896	10764	6258
1897	10770	6253
1898	10776	6247
1899	10782	6242
1900	10788	6236
1901	10794	6231
1902	10799	6225
1903	10805	6219
1904	10811	6214
1905	10817	6208
1906	10823	6203
1907	10830	6198
1908	10836	6192
1909	10841	6186
1910	10847	6181
1911	10853	6176
1912	10859	6170
1913	10865	6165
1914	10871	6159
1915	10878	6154
1916	10884	6149
1917	10890	6143
1918	10896	6138
1919	10901	6132
1920	10908	6126
1921	10914	6121
1922	10919	6115
1923	10925	6110
1924	10931	6104
1925	10937	6099
1926	10943	6093
1927	10949	6088
1928	10955	6082
1929	10961	6077
1930	10968	6071
1931	10974	6066
1932	10979	6060
1933	10985	6055
1934	10991	6049
1935	10997	6043
1936	11003	6038
1937	11010	6033
1938	11016	6028
1939	11023	6023
1940	11029	6017
1941	11035	6012
1942	11040	6006
1943	11046	6000
1944	11052	5994
1945	11058	5989
1946	11064	5984
1947	11070	5978
1948	11076	5972
1949	11082	5967
1950	11088	5961
1951	11094	5956
1952	11099	5950
1953	11105	5944
1954	11111	5939
1955	11117	5933
1956	11122	5927
1957	11128	5922
1958	11134	5916
1959	11139	5910
1960	11144	5904
1961	11150	5899
1962	11156	5893
1963	11163	5888
1964	11168	5882
1965	11174	5876
1966	11179	5870
1967	11184	5865
1968	11191	5859
1969	11197	5854
1970	11203	5849
1971	11210	5843
1972	11215	5838
1973	11220	5832
1974	11226	5826
1975	11233	5821
1976	11238	5815
1977	11244	5809
1978	11250	5804
1979	11256	5798
1980	11262	5793
1981	11268	5787
1982	11274	5782
1983	11280	5776
1984	11285	5770
1985	11291	5765
1986	11297	5759
1987	11302	5753
1988	11307	5747
1989	11313	5742
1990	11319	5736
1991	11324	5730
1992	11330	5725
1993	11336	5719
1994	11342	5713
1995	11348	5708
1996	11353	5702
1997	11359	5696
1998	11365	5691
1999	11371	5685
2000	11376	5679
2001	11382	5674
2002	11388	5668
2003	11393	5662
2004	11399	5657
2005	11404	5651
2006	11410	5645
2007	11415	5639
2008	11421	5633
2009	11427	5628
2010	11432	5622
2011	11438	5616
2012	11444	5611
2013	11450	5605
2014	11455	5600
2015	11461	5594
2016	11467	5588
2017	11473	5583
2018	11479	5577
2019	11485	5572
2020	11492	5567
2021	11498	5561
2022	11504	5555
2023	11510	5550
2024	11515	5544
2025	11521	5539
2026	11527	5533
2027	11533	5527
2028	11539	5522
2029	11544	5516
2030	11550	5510
2031	11555	5505
2032	11562	5499
2033	11568	5494
2034	11574	5488
2035	11580	5483
2036	11586	5477
2037	11593	5472
2038	11599	5467
2039	11605	5461
2040	11611	5455
2041	11616	5449
2042	11622	5444
2043	11628	5438
2044	11633	5432
2045	11639	5427
2046	11645	5421
2047	11650	5415
2048	11656	5410
2049	11663	5404
2050	11668	5399
2051	11674	5393
2052	11680	5388
2053	11686	5382
2054	11692	5376
2055	11698	5371
2056	11705	5366
2057	11711	5360
2058	11717	5354
2059	11722	5349
2060	11736	5347
2061	11741	5341
2062	11748	5335
2063	11754	5330
2064	11759	5324
2065	11765	5319
2066	11771	5313
2067	11777	5307
2068	11783	5302
2069	11788	5296
2070	11794	5290
2071	11800	5285
2072	11805	5279
2073	11811	5273
2074	11817	5267
2075	11822	5262
2076	11828	5256
2077	11834	5250
2078	11841	5245
2079	11847	5240
2080	11854	5234
2081	11859	5229
2082	11865	5223
2083	11870	5217
2084	11876	5212
2085	11882	5206
2086	11888	5200
2087	11894	5195
2088	11899	5189
2089	11905	5183
2090	11910	5177
2091	11916	5172
2092	11922	5166
2093	11928	5160
2094	11934	5155
2095	11940	5149
2096	11946	5144
2097	11952	5138
2098	11957	5132
2099	11963	5127
2100	11970	5122
2101	11976	5116
2102	11982	5111
2103	11988	5105
2104	11995	5100
2105	12001	5094
2106	12006	5088
2107	12012	5083
2108	12018	5077
2109	12024	5072
2110	12030	5066
2111	12036	5060
2112	12042	5055
2113	12048	5049
2114	12053	5043
2115	12058	5037
2116	12064	5032
2117	12071	5026
2118	12077	5021
2119	12083	5015
2120	12089	5010
2121	12095	5004
2122	12101	4998
2123	12107	4993
2124	12113	4987
2125	12119	4982
2126	12125	4976
2127	12131	4971
2128	12136	4965
2129	12142	4959
2130	12148	4954
2131	12154	4948
2132	12160	4943
2133	12166	4937
2134	12172	4931
2135	12179	4926
2136	12184	4920
2137	12191	4915
2138	12197	4909
2139	12202	4903
2140	12208	4898
2141	12214	4892
2142	12220	4886
2143	12225	4881
2144	12231	4875
2145	12237	4869
2146	12242	4864
2147	12248	4858
2148	12253	4852
2149	12259	4846
2150	12265	4841
2151	12271	4835
2152	12277	4830
2153	12283	4824
2154	12290	4819
2155	12295	4813
2156	12301	4807
2157	12307	4802
2158	12313	4796
2159	12319	4790
2160	12325	4785
2161	12331	4779
2162	12337	4773
2163	12342	4768
2164	12349	4762
2165	12355	4757
2166	12361	4751
2167	12367	4746
2168	12373	4740
2169	12379	4734
2170	12384	4729
2171	12391	4723
2172	12396	4718
2173	12402	4712
2174	12408	4706
2175	12413	4700
2176	12419	4695
2177	12424	4689
2178	12430	4683
2179	12436	4677
2180	12442	4672
2181	12447	4666
2182	12453	4660
2183	12458	4654
2184	12464	4649
2185	12470	4643
2186	12476	4638
2187	12482	4632
2188	12488	4626
2189	12494	4621
2190	12500	4615
2191	12506	4609
2192	12512	4604
2193	12517	4598
2194	12522	4592
2195	12528	4586
2196	12533	4581
2197	12539	4575
2198	12545	4569
2199	12551	4564
2200	12556	4558
2201	12562	4552
2202	12568	4547
2203	12575	4541
2204	12581	4536
2205	12587	4530
2206	12592	4524
2207	12598	4518
2208	12604	4513
2209	12609	4507
2210	12615	4501
2211	12621	4496
2212	12626	4490
2213	12632	4484
2214	12638	4479
2215	12644	4473
2216	12650	4467
2217	12655	4462
2218	12661	4456
2219	12666	4450
2220	12674	4445
2221	12682	4440
2222	12690	4435
2223	12697	4430
2224	12704	4425
2225	12710	4419
2226	12717	4414
2227	12723	4408
2228	12729	4402
2229	12734	4397
2230	12740	4391
2231	12746	4385
2232	12751	4379
2233	12756	4374
2234	12762	4368
2235	12767	4362
2236	12773	4356
2237	12779	4351
2238	12785	4345
2239	12791	4339
2240	12797	4334
2241	12803	4328
2242	12808	4322
2243	12813	4316
2244	12819	4311
2245	12825	4305
2246	12831	4299
2247	12836	4294
2248	12842	4288
2249	12848	4282
2250	12854	4277
2251	12859	4271
2252	12865	4265
2253	12871	4260
2254	12877	4254
2255	12883	4248
2256	12889	4243
2257	12895	4237
2258	12902	4232
2259	12907	4226
2260	12913	4220
2261	12919	4215
2262	12924	4209
2263	12930	4203
2264	12935	4197
2265	12941	4191
2266	12946	4186
2267	12952	4180
2268	12957	4174
2269	12964	4169
2270	12970	4163
2271	12976	4158
2272	12982	4152
2273	12989	4146
2274	12994	4141
2275	13001	4135
2276	13006	4129
2277	13012	4124
2278	13017	4118
2279	13024	4112
2280	13030	4107
2281	13036	4101
2282	13041	4095
2283	13046	4089
2284	13052	4084
2285	13058	4078
2286	13063	4072
2287	13070	4067
2288	13075	4061
2289	13081	4055
2290	13087	4050
2291	13093	4044
2292	13099	4038
2293	13104	4033
2294	13110	4027
2295	13115	4021
2296	13121	4015
2297	13127	4010
2298	13133	4004
2299	13139	3998
2300	13145	3993
2301	13151	3987
2302	13156	3981
2303	13162	3976
2304	13168	3970
2305	13174	3964
2306	13180	3959
2307	13186	3953
2308	13192	3948
2309	13198	3942
2310	13204	3936
2311	13210	3931
2312	13216	3925
2313	13222	3920
2314	13229	3914
2315	13235	3908
2316	13241	3903
2317	13247	3897
2318	13254	3892
2319	13259	3886
2320	13265	3880
2321	13271	3875
2322	13276	3869
2323	13283	3863
2324	13288	3858
2325	13294	3852
2326	13300	3846
2327	13307	3841
2328	13312	3835
2329	13319	3830
2330	13326	3824
2331	13331	3818
2332	13337	3813
2333	13344	3807
2334	13350	3802
2335	13356	3796
2336	13363	3791
2337	13370	3785
2338	13376	3780
2339	13382	3774
2340	13390	3769
2341	13396	3763
2342	13402	3758
2343	13409	3752
2344	13414	3746
2345	13420	3741
2346	13426	3735
2347	13432	3729
2348	13438	3724
2349	13444	3718
2350	13450	3713
2351	13457	3707
2352	13463	3701
2353	13468	3696
2354	13474	3690
2355	13480	3684
2356	13486	3679
2357	13492	3673
2358	13498	3667
2359	13504	3662
2360	13510	3656
2361	13517	3651
2362	13522	3645
2363	13528	3639
2364	13534	3634
2365	13541	3628
2366	13547	3622
2367	13553	3617
2368	13559	3611
2369	13564	3605
2370	13570	3600
2371	13575	3594
2372	13581	3588
2373	13587	3582
2374	13593	3577
2375	13599	3571
2376	13604	3565
2377	13610	3559
2378	13616	3554
2379	13622	3548
2380	13628	3543
2381	13634	3537
2382	13640	3531
2383	13646	3526
2384	13652	3520
2385	13657	3514
2386	13663	3508
2387	13669	3503
2388	13675	3497
2389	13680	3491
2390	13686	3486
2391	13691	3480
2392	13697	3474
2393	13702	3468
2394	13708	3462
2395	13714	3457
2396	13719	3451
2397	13725	3445
2398	13731	3440
2399	13737	3434
2400	13743	3428
2401	13748	3422
2402	13755	3417
2403	13760	3411
2404	13765	3405
2405	13772	3400
2406	13777	3394
2407	13782	3388
2408	13788	3382
2409	13794	3377
2410	13799	3371
2411	13805	3365
2412	13811	3359
2413	13816	3353
2414	13821	3348
2415	13827	3342
2416	13832	3336
2417	13837	3330
2418	13844	3325
2419	13849	3319
2420	13855	3313
2421	13861	3307
2422	13866	3302
2423	13872	3296
2424	13878	3290
2425	13884	3285
2426	13889	3279
2427	13895	3273
2428	13901	3267
2429	13907	3262
2430	13912	3256
2431	13917	3250
2432	13923	3244
2433	13929	3239
2434	13935	3233
2435	13941	3227
2436	13947	3222
2437	13953	3216
2438	13959	3210
2439	13965	3205
2440	13971	3199
2441	13978	3193
2442	13983	3188
2443	13990	3182
2444	13996	3177
2445	14002	3171
2446	14008	3165
2447	14013	3160
2448	14019	3154
2449	14026	3148
2450	14031	3143
2451	14038	3137
2452	14043	3131
2453	14049	3125
2454	14055	3120
2455	14061	3114
2456	14067	3108
2457	14073	3103
2458	14079	3097
2459	14085	3091
2460	14091	3086
2461	14097	3080
2462	14103	3074
2463	14109	3069
2464	14115	3063
2465	14121	3057
2466	14127	3052
2467	14133	3046
2468	14138	3040
2469	14143	3034
2470	14149	3029
2471	14155	3023
2472	14161	3017
2473	14167	3012
2474	14173	3006
2475	14180	3000
2476	14185	2995
2477	14191	2989
2478	14197	2983
2479	14202	2977
2480	14208	2972
2481	14214	2966
2482	14220	2960
2483	14226	2955
2484	14232	2949
2485	14237	2943
2486	14243	2938
2487	14249	2932
2488	14255	2926
2489	14260	2920
2490	14266	2915
2491	14272	2909
2492	14277	2903
2493	14283	2897
2494	14288	2892
2495	14294	2886
2496	14300	2880
2497	14306	2874
2498	14312	2869
2499	14318	2863
2500	14324	2858
2501	14330	2852
2502	14335	2846
2503	14341	2840
2504	14347	2835
2505	14353	2829
2506	14359	2823
2507	14364	2817
2508	14371	2812
2509	14376	2806
2510	14381	2800
2511	14387	2795
2512	14393	2789
2513	14399	2783
2514	14405	2777
2515	14411	2772
2516	14417	2766
2517	14422	2760
2518	14428	2755
2519	14434	2749
2520	14439	2743
2521	14445	2737
2522	14451	2732
2523	14456	2726
2524	14462	2720
2525	14468	2715
2526	14474	2709
2527	14481	2703
2528	14487	2698
2529	14498	2693
2530	14505	2687
2531	14510	2682
2532	14516	2676
2533	14522	2670
2534	14528	2665
2535	14534	2659
2536	14540	2653
2537	14547	2648
2538	14553	2642
2539	14560	2636
2540	14566	2631
2541	14572	2625
2542	14578	2619
2543	14584	2614
2544	14590	2608
2545	14595	2602
2546	14602	2597
2547	14608	2591
2548	14613	2585
2549	14620	2580
2550	14625	2574
2551	14631	2568
2552	14638	2563
2553	14644	2557
2554	14649	2551
2555	14656	2545
2556	14662	2540
2557	14668	2534
2558	14674	2528
2559	14680	2523
2560	14686	2517
2561	14692	2511
2562	14697	2506
2563	14704	2500
2564	14710	2494
2565	14715	2488
2566	14722	2483
2567	14727	2477
2568	14733	2471
2569	14739	2466
2570	14745	2460
2571	14751	2454
2572	14757	2449
2573	14763	2443
2574	14769	2437
2575	14774	2431
2576	14780	2426
2577	14786	2420
2578	14792	2414
2579	14798	2409
2580	14804	2403
2581	14810	2397
2582	14816	2391
2583	14822	2386
2584	14828	2380
2585	14833	2374
2586	14839	2369
2587	14845	2363
2588	14850	2357
2589	14856	2351
2590	14862	2346
2591	14867	2340
2592	14872	2334
2593	14878	2328
2594	14883	2322
2595	14889	2317
2596	14894	2311
2597	14900	2305
2598	14906	2299
2599	14912	2294
2600	14917	2288
2601	14924	2282
2602	14929	2277
2603	14935	2271
2604	14941	2265
2605	14947	2259
2606	14952	2254
2607	14958	2248
2608	14965	2242
2609	14971	2237
2610	14976	2231
2611	14982	2225
2612	14988	2219
2613	14994	2214
2614	15000	2208
2615	15005	2202
2616	15011	2196
2617	15017	2191
2618	15023	2185
2619	15029	2179
2620	15036	2174
2621	15041	2168
2622	15047	2162
2623	15053	2157
2624	15058	2151
2625	15064	2145
2626	15070	2139
2627	15075	2134
2628	15081	2128
2629	15087	2122
2630	15093	2116
2631	15098	2111
2632	15105	2105
2633	15111	2099
2634	15116	2094
2635	15123	2088
2636	15129	2082
2637	15135	2077
2638	15141	2071
2639	15147	2065
2640	15154	2059
2641	15160	2054
2642	15166	2048
2643	15172	2042
2644	15178	2037
2645	15184	2031
2646	15189	2025
2647	15195	2019
2648	15201	2014
2649	15207	2008
2650	15213	2002
2651	15218	1997
2652	15225	1991
2653	15230	1985
2654	15236	1979
2655	15242	1974
2656	15248	1968
2657	15254	1962
2658	15260	1957
2659	15265	1951
2660	15271	1945
2661	15277	1939
2662	15282	1934
2663	15288	1928
2664	15293	1922
2665	15299	1916
2666	15305	1911
2667	15311	1905
2668	15317	1899
2669	15322	1893
2670	15328	1888
2671	15334	1882
2672	15340	1876
2673	15346	1870
2674	15352	1865
2675	15358	1859
2676	15363	1853
2677	15369	1848
2678	15375	1842
2679	15381	1836
2680	15386	1830
2681	15392	1825
2682	15398	1819
2683	15404	1813
2684	15409	1807
2685	15415	1802
2686	15421	1796
2687	15427	1790
2688	15432	1784
2689	15439	1779
2690	15444	1773
2691	15450	1767
2692	15456	1762
2693	15462	1756
2694	15468	1750
2695	15473	1744
2696	15479	1739
2697	15485	1733
2698	15490	1727
2699	15496	1721
2700	15502	1716
2701	15508	1710
2702	15514	1704
2703	15520	1699
2704	15526	1693
2705	15532	1687
2706	15537	1681
2707	15544	1676
2708	15549	1670
2709	15555	1664
2710	15562	1658
2711	15568	1653
2712	15573	1647
2713	15579	1641
2714	15585	1636
2715	15591	1630
2716	15596	1624
2717	15602	1618
2718	15608	1613
2719	15614	1607
2720	15620	1601
2721	15626	1595
2722	15632	1590
2723	15644	1585
2724	15650	1579
2725	15656	1573
2726	15661	1567
2727	15667	1562
2728	15673	1556
2729	15678	1550
2730	15685	1544
2731	15691	1539
2732	15696	1533
2733	15702	1527
2734	15708	1522
2735	15713	1516
2736	15719	1510
2737	15725	1504
2738	15731	1499
2739	15737	1493
2740	15744	1487
2741	15750	1481
2742	15756	1476
2743	15762	1470
2744	15768	1464
2745	15774	1459
2746	15780	1453
2747	15786	1447
2748	15792	1441
2749	15798	1436
2750	15804	1430
2751	15810	1424
2752	15816	1419
2753	15823	1413
2754	15828	1407
2755	15834	1401
2756	15841	1396
2757	15847	1390
2758	15853	1384
2759	15859	1379
2760	15864	1373
2761	15871	1367
2762	15877	1361
2763	15883	1356
2764	15889	1350
2765	15895	1344
2766	15901	1338
2767	15906	1333
2768	15912	1327
2769	15918	1321
2770	15924	1316
2771	15930	1310
2772	15936	1304
2773	15942	1298
2774	15949	1293
2775	15955	1287
2776	15960	1281
2777	15967	1275
2778	15972	1270
2779	15978	1264
2780	15984	1258
2781	15990	1253
2782	15996	1247
2783	16002	1241
2784	16008	1235
2785	16014	1230
2786	16020	1224
2787	16026	1218
2788	16032	1212
2789	16038	1207
2790	16044	1201
2791	16050	1195
2792	16056	1189
2793	16062	1184
2794	16068	1178
2795	16074	1172
2796	16080	1167
2797	16086	1161
2798	16092	1155
2799	16097	1149
2800	16102	1144
2801	16109	1138
2802	16115	1132
2803	16121	1126
2804	16127	1121
2805	16133	1115
2806	16139	1109
2807	16145	1103
2808	16151	1098
2809	16158	1092
2810	16164	1086
2811	16170	1081
2812	16175	1075
2813	16182	1069
2814	16188	1063
2815	16193	1058
2816	16199	1052
2817	16205	1046
2818	16210	1040
2819	16216	1035
2820	16222	1029
2821	16228	1023
2822	16234	1017
2823	16240	1012
2824	16246	1006
2825	16252	1000
2826	16258	994
2827	16265	989
2828	16271	983
2829	16277	977
2830	16282	972
2831	16289	966
2832	16294	960
2833	16300	954
2834	16306	949
2835	16312	943
2836	16318	937
2837	16325	931
2838	16331	926
2839	16336	920
2840	16342	914
2841	16349	908
2842	16354	903
2843	16378	898
2844	16384	892
2845	16389	886
2846	16394	881
2847	16399	875
2848	16405	869
2849	16410	863
2850	16416	857
2851	16421	852
2852	16426	846
2853	16432	840
2854	16437	834
2855	16444	829
2856	16449	823
2857	16455	817
2858	16460	811
2859	16466	806
2860	16471	800
2861	16478	794
2862	16484	788
2863	16489	783
2864	16495	777
2865	16501	771
2866	16507	765
2867	16512	760
2868	16518	754
2869	16524	748
2870	16530	742
2871	16536	736
2872	16542	731
2873	16547	725
2874	16553	719
2875	16559	713
2876	16565	708
2877	16570	702
2878	16576	696
2879	16582	690
2880	16587	685
2881	16593	679
2882	16599	673
2883	16604	667
2884	16610	662
2885	16615	656
2886	16621	650
2887	16626	644
2888	16632	639
2889	16637	633
2890	16643	627
2891	16648	621
2892	16654	615
2893	16660	610
2894	16665	604
2895	16670	598
2896	16676	592
2897	16681	587
2898	16687	581
2899	16693	575
2900	16698	569
2901	16704	564
2902	16709	558
2903	16715	552
2904	16721	546
2905	16727	541
2906	16732	535
2907	16738	529
2908	16743	523
2909	16749	518
2910	16754	512
2911	16761	506
2912	16766	500
2913	16771	494
2914	16776	489
2915	16782	483
2916	16788	477
2917	16794	471
2918	16799	466
2919	16804	460
2920	16810	454
2921	16815	448
2922	16820	443
2923	16826	437
2924	16831	431
2925	16837	425
2926	16843	420
2927	16847	414
2928	16853	408
2929	16859	402
2930	16865	397
2931	16870	391
2932	16876	385
2933	16881	379
2934	16887	373
2935	16892	368
2936	16898	362
2937	16904	356
2938	16909	350
2939	16916	345
2940	16922	339
2941	16929	333
2942	16935	328
2943	16941	322
2944	16947	316
2945	16953	310
2946	16965	305
2947	16971	299
2948	16977	293
2949	16982	287
2950	16987	282
2951	16992	276
2952	16998	270
2953	17018	265
2954	17024	259
2955	17030	253
2956	17035	247
2957	17040	241
2958	17046	236
2959	17052	230
2960	17058	224
2961	17064	218
2962	17070	213
2963	17075	207
2964	17081	201
2965	17087	195
2966	17093	190
2967	17099	184
2968	17104	178
2969	17110	172
2970	17116	167
2971	17122	161
2972	17128	155
2973	17134	149
2974	17140	144
2975	17145	138
2976	17151	132
2977	17158	126
2978	17164	120
2979	17170	115
2980	17175	109
2981	17181	103
2982	17187	97
2983	17192	92
2984	17198	86
2985	17203	80
2986	17210	74
2987	17215	69
2988	17221	63
2989	17227	57
2990	17232	51
2991	17238	46
2992	17243	40
2993	17249	34
2994	17255	28
2995	17261	23
2996	17266	17
2997	17272	11
2998	17278	5
2999	17284	0
