iter	MultiClass
131	0.4873680053
132	0.4865864022
133	0.4854829683
134	0.4845604309
135	0.4838628235
136	0.4831737556
137	0.4816551191
138	0.4809423065
139	0.4803062672
140	0.47944087
141	0.4788051109
142	0.4774375291
143	0.4766940978
144	0.4760894576
145	0.4748588748
146	0.4741470327
147	0.473107033
148	0.4721126996
149	0.4715087238
150	0.4707393762
151	0.470106299
152	0.4693025329
153	0.4683754385
154	0.4672403635
155	0.4665077055
156	0.4657483303
157	0.4647288023
158	0.4640374903
159	0.4633644347
160	0.4627228194
161	0.4621630253
162	0.4616484486
163	0.4609057835
164	0.4604770282
165	0.4600302007
166	0.4594431265
167	0.4588216492
168	0.4580932396
169	0.4573881069
170	0.4567882578
171	0.455787465
172	0.4549572207
173	0.4537518825
174	0.4530407417
175	0.4521925192
176	0.451470881
177	0.4507079773
178	0.4495781134
179	0.4488081308
180	0.4482001241
181	0.4470182185
182	0.4461737404
183	0.4451155292
184	0.4442833323
185	0.4437346155
186	0.4427903534
187	0.4420353805
188	0.4411607075
189	0.4402980403
190	0.4393575089
191	0.4385221389
192	0.4377131737
193	0.4368802587
194	0.4360922459
195	0.4353642736
196	0.4346447412
197	0.4338029855
198	0.4333173273
199	0.4328182356
200	0.4322126444
201	0.4314416385
202	0.4307549908
203	0.4302171569
204	0.4295268007
205	0.42886031
206	0.4275352721
207	0.426701462
208	0.4261567314
209	0.4258130079
210	0.4253340247
211	0.4242196228
212	0.4231467465
213	0.4227011806
214	0.4220638941
215	0.4216743609
216	0.4206578343
217	0.4202961048
218	0.4193140095
219	0.4184919476
220	0.4178135715
221	0.4174366258
222	0.4162546029
223	0.4157423078
224	0.4148417881
225	0.4141037353
226	0.413361538
227	0.4127758137
228	0.4122743666
229	0.4117033727
230	0.4108434138
231	0.4101772612
232	0.4094916962
233	0.4087565906
234	0.4081132931
235	0.4074887456
236	0.4069978085
237	0.4059767946
238	0.4053338512
239	0.4046484446
240	0.4042735641
241	0.4033851376
242	0.4029503687
243	0.402293745
244	0.4013657329
245	0.4003042797
246	0.3996165478
247	0.3988495105
248	0.3979643796
249	0.3972367117
250	0.3961482867
251	0.3951918516
252	0.3946693511
253	0.3937844275
254	0.3933319008
255	0.3923772015
256	0.3919740846
257	0.3911667363
258	0.3908315528
259	0.3902575633
260	0.3897212113
261	0.3888890235
262	0.3882342233
263	0.3871944007
264	0.3864266738
265	0.385704811
266	0.3848761888
267	0.3838400084
268	0.3828387998
269	0.3823169674
270	0.3817887789
271	0.3809442406
272	0.3801316352
273	0.3795175949
274	0.3790252932
275	0.378429951
276	0.3779962605
277	0.3772746538
278	0.3765311092
279	0.3757364754
280	0.375138096
281	0.3740477841
282	0.3733471983
283	0.372803175
284	0.3721970448
285	0.3714122076
286	0.3707183147
287	0.3702196227
288	0.3696211816
289	0.3691930828
290	0.368340251
291	0.3676255561
292	0.3667685093
293	0.3660754066
294	0.3653524286
295	0.3648283776
296	0.3637326622
297	0.3631967797
298	0.3627936571
299	0.3623076603
300	0.3619176752
301	0.3613801196
302	0.3608530871
303	0.3604101244
304	0.3600497783
305	0.3597382161
306	0.3593086658
307	0.3586079293
308	0.3579498114
309	0.3572941138
310	0.3569145169
311	0.3562155719
312	0.3558869403
313	0.3552769826
314	0.3547168676
315	0.3539463418
316	0.3533774471
317	0.3526504148
318	0.3521663798
319	0.3518187166
320	0.3511946359
321	0.350815254
322	0.3501646847
323	0.3498363354
324	0.3491908261
325	0.3487633824
326	0.3482001813
327	0.3474245632
328	0.3468804971
329	0.3460136293
330	0.3455398993
331	0.3450454298
332	0.3444170812
333	0.3436244311
334	0.3430630719
335	0.3425630608
336	0.3421215984
337	0.3414049282
338	0.3408669554
339	0.3404245249
340	0.3399460172
341	0.3395377605
342	0.3392140188
343	0.3384663199
344	0.3377917007
345	0.3369564048
346	0.3361811095
347	0.335540812
348	0.3351389503
349	0.3345825904
350	0.3343380908
351	0.3337219477
352	0.3329868018
353	0.3324740184
354	0.3314874859
355	0.3311715212
356	0.3305529419
357	0.330082806
358	0.329400931
359	0.3287840198
360	0.3283694182
361	0.3278308994
362	0.326941997
363	0.3264467431
364	0.3257732902
365	0.3252883711
366	0.3247579854
367	0.3241514364
368	0.3238767013
369	0.3234162572
370	0.3230768338
371	0.3222798137
372	0.3218611502
373	0.3213712218
374	0.3206968468
375	0.3201880167
376	0.3197330388
377	0.3190821205
378	0.3185919048
379	0.3177615618
380	0.3174510407
381	0.3167669468
382	0.3161250004
383	0.3158263821
384	0.315334856
385	0.3146697004
386	0.314326446
387	0.3137687087
388	0.3133583415
389	0.3128378085
390	0.312376943
391	0.3116088743
392	0.3111047093
393	0.3104359066
394	0.3098145806
395	0.3093225605
396	0.3088972407
397	0.3084546532
398	0.3079168083
399	0.3073246139
400	0.3069281282
401	0.3066762202
402	0.3061332797
403	0.305794929
404	0.3053763639
405	0.3048970522
406	0.3043470651
407	0.3037276648
408	0.3032182681
409	0.3030534157
410	0.3025682171
411	0.3021092453
412	0.3018765468
413	0.3011280436
414	0.300775047
415	0.3004935345
416	0.2999343144
417	0.29953172
418	0.2992004729
419	0.2988401469
420	0.2983216921
421	0.2980097714
422	0.2972096003
423	0.2965862343
424	0.2959512351
425	0.2953349281
426	0.2948644371
427	0.2944458577
428	0.2941102293
429	0.2935340555
430	0.2931569787
431	0.2926333471
432	0.2920701642
433	0.291679986
434	0.291318808
435	0.2908250794
436	0.2904902704
437	0.2899456864
438	0.2893789253
439	0.289041679
440	0.2885965909
441	0.2880120698
442	0.2875399474
443	0.2872271602
444	0.2866451593
445	0.2861880927
446	0.2857339849
447	0.2851997828
448	0.2848929201
449	0.2845588161
450	0.283941443
451	0.28369977
452	0.2831996659
453	0.2827100467
454	0.282351983
455	0.2820823437
456	0.2815676398
457	0.281195872
458	0.2808134206
459	0.2804085792
460	0.280066166
461	0.2797366908
462	0.2793948244
463	0.2788306075
464	0.2782411102
465	0.2779295113
466	0.2776636917
467	0.2772583012
468	0.2770881092
469	0.2768281516
470	0.2764537175
471	0.2758636366
472	0.2754073576
473	0.2750930063
474	0.2747319029
475	0.274371781
476	0.2740559779
477	0.273644462
478	0.2732003066
479	0.2728058737
480	0.2725319428
481	0.2721351082
482	0.2718083938
483	0.2714259088
484	0.2709191431
485	0.2705528373
486	0.2702115676
487	0.2698610989
488	0.269561297
489	0.2692262214
490	0.2689121825
491	0.2684507864
492	0.2681646628
493	0.2677875828
494	0.2673529536
495	0.2668890815
496	0.2665716577
497	0.2663548929
498	0.2661100143
499	0.2656038367
500	0.2654361546
501	0.2650818117
502	0.2648129882
503	0.2644937775
504	0.264172685
505	0.2636927295
506	0.2634069558
507	0.2628921407
508	0.2625557274
509	0.2622385646
510	0.2620831851
511	0.2617099564
512	0.261372964
513	0.2608060435
514	0.2603405776
515	0.2600091989
516	0.2595283696
517	0.2591261347
518	0.2585529835
519	0.2581221558
520	0.2578455984
521	0.2574332315
522	0.257061311
523	0.2566737872
524	0.2563036999
525	0.2559011245
526	0.2555481022
527	0.2551151334
528	0.2547995889
529	0.2544794858
530	0.2542000806
531	0.2537690995
532	0.2534312856
533	0.253183997
534	0.2528466778
535	0.2524453636
536	0.2521416071
537	0.2517298013
538	0.251104354
539	0.2505995496
540	0.2500868603
541	0.2495926106
542	0.2494177973
543	0.2490425457
544	0.2485804375
545	0.2482948967
546	0.2480990668
547	0.2478326212
548	0.2475148849
549	0.2471829049
550	0.2468465477
551	0.2465334075
552	0.2462162186
553	0.2459541883
554	0.2454759033
555	0.2450956796
556	0.2448356324
557	0.2445196636
558	0.2443233649
559	0.2438173683
560	0.2433988275
561	0.242920903
562	0.2425929161
563	0.2423819609
564	0.2421468461
565	0.2418881174
566	0.2415353283
567	0.2411150136
568	0.2407910465
569	0.2404405973
570	0.240097827
571	0.2397364758
572	0.2394394218
573	0.2388852048
574	0.2384084475
575	0.2380594637
576	0.2375981499
577	0.2373550156
578	0.2371992607
579	0.2369364293
580	0.2366824181
581	0.2362957179
582	0.2359767878
583	0.2356067687
584	0.2351757524
585	0.2348241524
586	0.2345266161
587	0.2342703288
588	0.2340646772
589	0.2336492824
590	0.2332347496
591	0.2329725374
592	0.2325852339
593	0.2322606769
594	0.2317952388
595	0.2312247424
596	0.23089837
597	0.2305824715
598	0.2304356079
599	0.2301025259
600	0.2298287198
601	0.229463951
602	0.229252629
603	0.2289385162
604	0.228543749
605	0.2283346772
606	0.228056876
607	0.2277074188
608	0.2273562617
609	0.2271663297
610	0.22685143
611	0.2263564599
612	0.2260368308
613	0.2257935237
614	0.2254369139
615	0.225190536
616	0.2248754166
617	0.2244809504
618	0.224077607
619	0.2236177054
620	0.2233559737
621	0.2231003277
622	0.2228512041
623	0.2225733302
624	0.2223090399
625	0.222003625
626	0.2218744391
627	0.2216353702
628	0.2212072537
629	0.2209376288
630	0.2206100258
631	0.2203723734
632	0.2202231148
633	0.2197907505
634	0.2195206907
635	0.2193426018
636	0.2191773202
637	0.2189871464
638	0.2187575444
639	0.2185480114
640	0.2181861343
641	0.2178350061
642	0.2175681979
643	0.2171155709
644	0.2169446952
645	0.21672058
646	0.2165134918
647	0.2160740465
648	0.2155325577
649	0.2151343586
650	0.2148906066
651	0.2145839455
652	0.2142473217
653	0.2139851003
654	0.2135968318
655	0.2133236382
656	0.2130947335
657	0.2127223702
658	0.2124463928
659	0.2121233031
660	0.2119856226
661	0.2117439195
662	0.2112995757
663	0.2109907064
664	0.2107058625
665	0.2104548911
666	0.2101511832
667	0.2099008954
668	0.2096508563
669	0.2094948443
670	0.2091823412
671	0.2088805956
672	0.2087105298
673	0.2085711598
674	0.2082550581
675	0.208087462
676	0.2077367574
677	0.2074176309
678	0.2071672657
679	0.206756115
680	0.2064750796
681	0.2059945459
682	0.2056795837
683	0.2055028921
684	0.2053154556
685	0.2049664554
686	0.2047037044
687	0.2045118752
688	0.2042403737
689	0.2039693525
690	0.2037142468
691	0.2033748509
692	0.2031385479
693	0.2030456829
694	0.2026873376
695	0.2023310756
696	0.2022363065
697	0.2017846564
698	0.2015444123
699	0.2013691719
700	0.2011041291
701	0.2008645509
702	0.2005965075
703	0.2003695132
704	0.2000719242
705	0.1997272723
706	0.1993961772
707	0.1991695298
708	0.1990633285
709	0.1988520618
710	0.1987105967
711	0.1983757228
712	0.1979804292
713	0.1977785466
714	0.1974670871
715	0.1971921363
716	0.1969605639
717	0.1967518284
718	0.196508965
719	0.1962726557
720	0.1960387393
721	0.1958778504
722	0.1956455198
723	0.1954949077
724	0.1952235141
725	0.1948891392
726	0.194548869
727	0.1944137835
728	0.1941499316
729	0.1939430786
730	0.1937895778
731	0.1935503227
732	0.1933642116
733	0.1930783342
734	0.1928125425
735	0.1925163892
736	0.1921614747
737	0.1920117236
738	0.1918225656
739	0.1915240751
740	0.1913496598
741	0.1911137799
742	0.1908207395
743	0.1904629123
744	0.1903181431
745	0.1899975163
746	0.1896400438
747	0.1895501311
748	0.1893706684
749	0.1891409786
750	0.1887988646
751	0.1885561382
752	0.1883626259
753	0.1881996481
754	0.1879998832
755	0.1876938014
756	0.1875071529
757	0.18729348
758	0.1869728767
759	0.1865764321
760	0.1863128307
761	0.1860530669
762	0.1858654869
763	0.1856372451
764	0.1853108486
765	0.1851504026
766	0.1849123726
767	0.184634183
768	0.1844623737
769	0.184235533
770	0.183986543
771	0.183777823
772	0.1835081457
773	0.1832993218
774	0.183138868
775	0.1829468725
776	0.1825580431
777	0.1822162332
778	0.1819165942
779	0.1817564819
780	0.1815048216
781	0.1813693355
782	0.1810632736
783	0.1808385259
784	0.180691692
785	0.1805159462
786	0.1802950736
787	0.1801133709
788	0.1798875672
789	0.1796007675
790	0.1793785914
791	0.1791119747
792	0.1789329758
793	0.1786560931
794	0.178511395
795	0.1783155296
796	0.1781373438
797	0.1779005377
798	0.1776452397
799	0.1773754278
800	0.1771004364
801	0.1767452504
802	0.1765613717
803	0.1763596951
804	0.1761693111
805	0.1759541965
806	0.1757502233
807	0.1754865964
808	0.175236563
809	0.1749860363
810	0.1747021532
811	0.1744991013
812	0.1742375712
813	0.1739565534
814	0.1736360107
815	0.1734332232
816	0.1731942214
817	0.1730441903
818	0.1729783112
819	0.172762497
820	0.1725806331
821	0.1722578378
822	0.1720438332
823	0.1718766552
824	0.1717380254
825	0.1715846908
826	0.1714637973
827	0.1712052768
828	0.1710598353
829	0.1709762866
830	0.1707698723
831	0.1705370934
832	0.1702773667
833	0.1701181609
834	0.1699854574
835	0.1697318809
836	0.1695546527
837	0.1694247876
838	0.1692679835
839	0.1691204471
840	0.1688862711
841	0.168772005
842	0.1686097198
843	0.1683819282
844	0.1682065105
845	0.1678254859
846	0.1676332806
847	0.1673803535
848	0.167236911
849	0.1670081194
850	0.1668208717
851	0.1666305501
852	0.1664281334
853	0.1661655062
854	0.1659351731
855	0.1657293077
856	0.1655276964
857	0.1654167742
858	0.1652737098
859	0.1649658027
860	0.1647770486
861	0.1645289884
862	0.164401475
863	0.1641962535
864	0.1639635437
865	0.1637962053
866	0.1636704529
867	0.1634781109
868	0.1633446483
869	0.1631144032
870	0.1629878269
871	0.16275709
872	0.1626046628
873	0.162344889
874	0.1621883545
875	0.1619985445
876	0.1618372883
877	0.1616107238
878	0.1614535066
879	0.1613248306
880	0.1612087951
881	0.1610398508
882	0.1608455725
883	0.1606382102
884	0.160505948
885	0.1603011818
886	0.1601757684
887	0.15995979
888	0.15982644
889	0.1596445556
890	0.1594764357
891	0.1592790076
892	0.1591280185
893	0.1589648799
894	0.158853468
895	0.1586793487
896	0.1584281348
897	0.1581321463
898	0.1579905711
899	0.1577496902
900	0.15763529
901	0.1574074044
902	0.1572407572
903	0.1570054177
904	0.1568306256
905	0.1566503029
906	0.1564147572
907	0.1563052588
908	0.1561450048
909	0.1559824241
910	0.1558819803
911	0.1557257522
912	0.1555276399
913	0.1553180745
914	0.1551330598
915	0.1549433901
916	0.1546993726
917	0.1545628932
918	0.1543278263
919	0.1541610803
920	0.1539244599
921	0.1537767542
922	0.1536571887
923	0.1534759609
924	0.1533125737
925	0.1531770725
926	0.153005115
927	0.1528851523
928	0.1526570819
929	0.1524701846
930	0.1523316257
931	0.1520459813
932	0.151930257
933	0.1518091512
934	0.1515612613
935	0.1512864836
936	0.1511940284
937	0.1509331893
938	0.1507601636
939	0.1505963053
940	0.1503202659
941	0.1499848833
942	0.1498474224
943	0.1496862732
944	0.1495564729
945	0.1492589038
946	0.1491378933
947	0.1489918785
948	0.1487499433
949	0.1484960994
950	0.1484027382
951	0.1482368655
952	0.1480577348
953	0.1478989091
954	0.1477980921
955	0.1476002951
956	0.1474320756
957	0.1472688575
958	0.147034079
959	0.1468030829
960	0.1466504519
961	0.1465313261
962	0.1463815778
963	0.1461915786
964	0.1459721951
965	0.1456822558
966	0.145453944
967	0.1452530485
968	0.145064336
969	0.1448783508
970	0.1447321888
971	0.1446068125
972	0.1444082917
973	0.1442837671
974	0.1441641603
975	0.1440098632
976	0.1438906352
977	0.143675345
978	0.1434668013
979	0.1432417873
980	0.1430577615
981	0.1429469655
982	0.1427758288
983	0.1426595985
984	0.1425223736
985	0.1423605096
986	0.1422402289
987	0.1419786107
988	0.1418523106
989	0.141695649
990	0.1415503888
991	0.1413746092
992	0.141183137
993	0.1409610553
994	0.1407624629
995	0.1406326269
996	0.1404939759
997	0.1403696499
998	0.1402884321
999	0.1400414441
1000	0.139891779
1001	0.1397039984
1002	0.1395084491
1003	0.1393701155
1004	0.1391771788
1005	0.1389843788
1006	0.1387363929
1007	0.1385612532
1008	0.138395539
1009	0.1382086017
1010	0.1380547652
1011	0.137907744
1012	0.1377320325
1013	0.1374717855
1014	0.1373220506
1015	0.1371161487
1016	0.1369406604
1017	0.1367813883
1018	0.1366229095
1019	0.1365024554
1020	0.1364071045
1021	0.1363286374
1022	0.1361410981
1023	0.1359878673
1024	0.1358355489
1025	0.1357439238
1026	0.1356431956
1027	0.1355789501
1028	0.1353496184
1029	0.1351868914
1030	0.1350658594
1031	0.1349748543
1032	0.1348269199
1033	0.1347220689
1034	0.1345240338
1035	0.1343702288
1036	0.1342170492
1037	0.1340067284
1038	0.1338065504
1039	0.1336371461
1040	0.133556409
1041	0.1333674334
1042	0.1332194474
1043	0.1331166468
1044	0.1330192727
1045	0.1327975548
1046	0.1327065947
1047	0.1326131266
1048	0.1324382648
1049	0.1323029123
1050	0.1321007616
1051	0.1320175914
1052	0.1318769966
1053	0.1317867129
1054	0.1316121424
1055	0.1313993106
1056	0.1312020834
1057	0.1311023842
1058	0.131004506
1059	0.1308247072
1060	0.1306305377
1061	0.130499449
1062	0.1303445757
1063	0.1302865455
1064	0.1301460645
1065	0.129973114
1066	0.1298442448
1067	0.1297055513
1068	0.1294834108
1069	0.1293475631
1070	0.1292250266
1071	0.1290644951
1072	0.1289425179
1073	0.1288383219
1074	0.1286956976
1075	0.1285708731
1076	0.1284169533
1077	0.1283293809
1078	0.1282092764
1079	0.128129816
1080	0.1280120386
1081	0.1278893645
1082	0.1277897515
1083	0.1276511181
1084	0.1274927256
1085	0.127327746
1086	0.1272128988
1087	0.1270279463
1088	0.126913866
1089	0.1267571528
1090	0.1266042412
1091	0.1265287137
1092	0.1263962563
1093	0.1262282855
1094	0.1261293989
1095	0.1260427994
1096	0.1258409102
1097	0.1257238528
1098	0.1255549706
1099	0.125369805
1100	0.1252417975
1101	0.1251514384
1102	0.1250134975
1103	0.124851543
1104	0.1247144741
1105	0.1246238319
1106	0.1244890494
1107	0.1243500523
1108	0.1241592996
1109	0.1240335952
1110	0.1239275609
1111	0.1237266924
1112	0.1235265747
1113	0.1234005338
1114	0.1232536376
1115	0.12309887
1116	0.1229147535
1117	0.1228182363
1118	0.1226704031
1119	0.1225965618
1120	0.1225119232
1121	0.1223626173
1122	0.1222471391
1123	0.1220746938
1124	0.1219487053
1125	0.1217884736
1126	0.1216864656
1127	0.1215526477
1128	0.1214734577
1129	0.1213847053
1130	0.1212529073
1131	0.1211436283
1132	0.1210643194
1133	0.1208924132
1134	0.1207583804
1135	0.1206293693
1136	0.1204568406
1137	0.1203098087
1138	0.1201109445
1139	0.1199451783
1140	0.1198363077
1141	0.1197309209
1142	0.1196336496
1143	0.1195102592
1144	0.1194369317
1145	0.1193362191
1146	0.1192451388
1147	0.1191190476
1148	0.1189597678
1149	0.118830986
1150	0.1186631821
1151	0.1185019518
1152	0.1183355284
1153	0.1182434387
1154	0.1181694858
1155	0.1179957294
1156	0.1178762361
1157	0.1177128635
1158	0.1176662894
1159	0.1175536709
1160	0.1173521889
1161	0.1172284954
1162	0.1171536456
1163	0.1170337463
1164	0.1169478852
1165	0.1168195739
1166	0.1166044392
1167	0.1164947084
1168	0.1163889914
1169	0.1162746218
1170	0.1161654769
1171	0.1160566734
1172	0.1158810273
1173	0.1157705067
1174	0.1156190657
1175	0.1154688274
1176	0.1153911936
1177	0.1153021513
1178	0.1151832748
1179	0.1150495152
1180	0.1149239418
1181	0.1148308395
1182	0.1147192239
1183	0.1146204533
1184	0.1145239219
1185	0.1144043578
1186	0.1142901425
1187	0.11411776
1188	0.114069164
1189	0.1139446632
1190	0.1138553211
1191	0.1137662091
1192	0.1136626528
1193	0.1135303247
1194	0.1133516813
1195	0.1132149617
1196	0.1131105706
1197	0.1129811939
1198	0.112912702
1199	0.1128202206
1200	0.1126782008
1201	0.1125700915
1202	0.1124822561
1203	0.1123918651
1204	0.1122864635
1205	0.1121728967
1206	0.1120891007
1207	0.1119931276
1208	0.11186085
1209	0.1117902285
1210	0.1116912999
1211	0.1115814721
1212	0.1114600276
1213	0.1112901529
1214	0.1112288844
1215	0.1111118055
1216	0.1110252564
1217	0.1109330756
1218	0.1108425112
1219	0.1107104916
1220	0.110623943
1221	0.1105413007
1222	0.1104054313
1223	0.1102814373
1224	0.110103188
1225	0.1099864784
1226	0.1098814634
1227	0.1097673109
1228	0.1096279932
1229	0.1095484206
1230	0.1094981001
1231	0.1093702921
1232	0.109201344
1233	0.1090690018
1234	0.1089249147
1235	0.1088299061
1236	0.1087062853
1237	0.1085919137
1238	0.1084394006
1239	0.1083266816
1240	0.1082610266
1241	0.1081940104
1242	0.108072084
1243	0.1079524206
1244	0.1078822303
1245	0.1078160912
1246	0.1077575356
1247	0.1076455457
1248	0.1075532294
1249	0.10747816
1250	0.1073626907
1251	0.1072827172
1252	0.1071959778
1253	0.1071028747
1254	0.1070004552
1255	0.1068960506
1256	0.1068472876
1257	0.1067559334
1258	0.1066500289
1259	0.1065657354
1260	0.1063871866
1261	0.1063280187
1262	0.1062515884
1263	0.1061305581
1264	0.1059969755
1265	0.1058987631
1266	0.1057843953
1267	0.1056604884
1268	0.1055951564
1269	0.1055436944
1270	0.1053673883
1271	0.105253175
1272	0.1051140446
1273	0.1050119382
1274	0.1049401431
1275	0.1048095368
1276	0.1047206559
1277	0.1045820767
1278	0.1044868322
1279	0.1043857152
1280	0.1042587847
1281	0.1041146439
1282	0.1040448899
1283	0.1039601905
1284	0.1038279617
1285	0.1036611919
1286	0.1035930984
1287	0.1035104511
1288	0.1034242439
1289	0.1032688413
1290	0.1031696936
1291	0.1030585749
1292	0.1029385745
1293	0.1028556425
1294	0.1027637998
1295	0.1026812368
1296	0.1026130704
1297	0.1025253687
1298	0.1024083309
1299	0.1023156225
1300	0.1022061952
1301	0.102126255
1302	0.1020641862
1303	0.10200685
1304	0.101908181
1305	0.1018122747
1306	0.1017304001
1307	0.1016359003
1308	0.1014542876
1309	0.1014001298
1310	0.1012690013
1311	0.1011738988
1312	0.1010972289
1313	0.1010250001
1314	0.100940651
1315	0.1008424925
1316	0.1007111207
1317	0.1006336992
1318	0.1005553789
1319	0.1004705698
1320	0.1004224949
1321	0.1003863574
1322	0.1002652447
1323	0.1001343772
1324	0.100045552
1325	0.09992399069
1326	0.09983354016
1327	0.09977707227
1328	0.09965878668
1329	0.09955651861
1330	0.09941118604
1331	0.09929106538
1332	0.09919798948
1333	0.09911656119
1334	0.09904876764
1335	0.09894866011
1336	0.09886849217
1337	0.09875538226
1338	0.09864379687
1339	0.09852386169
1340	0.09843796568
1341	0.09833416281
1342	0.09824706435
1343	0.09816915768
1344	0.09805975362
1345	0.09799448335
1346	0.09791056054
1347	0.09780102436
1348	0.09776185538
1349	0.09767554394
1350	0.09758324072
1351	0.09749562696
1352	0.09741123421
1353	0.09729627485
1354	0.0972394153
1355	0.09715829598
1356	0.09710039772
1357	0.09705384718
1358	0.09697453187
1359	0.09689459876
1360	0.09683780673
1361	0.09675931359
1362	0.0966552217
1363	0.09658685209
1364	0.09651837439
1365	0.09643760782
1366	0.09633726851
1367	0.09624866415
1368	0.09614778493
1369	0.09605729308
1370	0.09597766362
1371	0.09589159731
1372	0.09580624729
1373	0.09568076657
1374	0.09556480002
1375	0.09546279358
1376	0.09539257753
1377	0.0952927362
1378	0.09519276084
1379	0.09512999455
1380	0.09501563986
1381	0.09491056093
1382	0.09479165791
1383	0.09469922924
1384	0.09462816878
1385	0.09453361606
1386	0.09441541891
1387	0.09429439426
1388	0.09420924317
1389	0.09408381199
1390	0.09403794737
1391	0.09390846142
1392	0.09375361351
1393	0.09368390232
1394	0.09365387121
1395	0.09356431304
1396	0.09344887731
1397	0.09335037405
1398	0.09330070032
1399	0.0932026194
1400	0.09309847842
1401	0.09299355624
1402	0.09291952377
1403	0.09284337664
1404	0.09276043848
1405	0.09267752436
1406	0.09262816767
1407	0.0925712636
1408	0.09252717189
1409	0.09244164094
1410	0.09236785723
1411	0.09227319451
1412	0.0921815462
1413	0.09211974202
1414	0.09205528756
1415	0.09198075566
1416	0.09186958942
1417	0.09174608428
1418	0.09164711743
1419	0.09154432109
1420	0.09144964967
1421	0.09135095232
1422	0.09120460828
1423	0.0911409049
1424	0.09104051636
1425	0.09099031883
1426	0.09094477969
1427	0.09083887148
1428	0.09078278193
1429	0.09068328446
1430	0.09056138332
1431	0.09050162021
1432	0.09042916109
1433	0.09026775608
1434	0.09017721822
1435	0.09010462404
1436	0.0900528747
1437	0.0899618976
1438	0.08988391425
1439	0.08984328854
1440	0.08976412495
1441	0.08970268691
1442	0.08964241031
1443	0.08958169972
1444	0.08953413238
1445	0.08948159518
1446	0.08938525875
1447	0.08928218764
1448	0.0892428544
1449	0.0891859859
1450	0.08914722727
1451	0.08909463921
1452	0.08903944205
1453	0.0889283497
1454	0.08884457969
1455	0.08877452499
1456	0.08869802831
1457	0.08861403759
1458	0.0885567921
1459	0.08846474567
1460	0.08840353944
1461	0.08832629949
1462	0.08823430738
1463	0.08813055647
1464	0.08804523185
1465	0.08799736824
1466	0.08792926301
1467	0.08782315008
1468	0.08775216147
1469	0.08768076045
1470	0.08764234286
1471	0.08756651223
1472	0.087470562
1473	0.08741948003
1474	0.08734767365
1475	0.08728883839
1476	0.087162722
1477	0.08711634655
1478	0.08701647966
1479	0.08691484297
1480	0.08684299848
1481	0.08678071368
1482	0.08672210883
1483	0.08665627228
1484	0.08658763921
1485	0.08652856397
1486	0.08645638119
1487	0.08635183604
1488	0.0862513101
1489	0.08620934867
1490	0.08612970826
1491	0.08607108058
1492	0.08598993804
1493	0.0859294625
1494	0.0858616424
1495	0.08582168815
1496	0.08573428271
1497	0.08567771423
1498	0.08562374687
1499	0.08551952234
1500	0.08542595845
1501	0.0853785069
1502	0.0853084928
1503	0.0852177462
1504	0.08515336783
1505	0.08504616378
1506	0.08498868305
1507	0.08491166
1508	0.08480138987
1509	0.08471312382
